timestamp,timestamp_sample,lat,lon,alt,alt_ellipsoid,delta_alt,eph,epv,terrain_alt,lat_lon_reset_counter,alt_reset_counter,terrain_alt_valid,dead_reckoning
938300087,938298391,46.946344405378746,8.715463555562742,1612.8882,1659.9193,0.0,0.7212349,2.3200269,nan,2,244,0,0
938499455,938498204,46.946325785602355,8.71542641792791,1613.3177,1660.3495,0.0,0.7212589,2.3200276,nan,2,8,0,0
938709643,938708006,46.94630600148951,8.715387841435577,1613.794,1660.8257,0.0,0.7198295,2.319686,nan,2,29,0,0
938909491,938907819,46.94628687668312,8.715351350474053,1614.2606,1661.2926,0.0,0.7198479,2.3196828,nan,2,49,0,0
939108893,939107631,46.94626747535093,8.715315058724581,1614.7462,1661.7783,0.0,0.72147155,2.320045,nan,2,69,0,0
939309303,939307442,46.9462478518331,8.715279023678741,1615.2499,1662.2819,0.0,0.71987057,2.3196778,nan,2,89,0,0
939499101,939497264,46.94622897174768,8.715244939084242,1615.7256,1662.7576,0.0,0.7213208,2.320009,nan,2,108,0,0
939698556,939697076,46.9462089188207,8.7152092723173,1616.2153,1663.2473,0.0,0.7213189,2.320007,nan,2,128,0,0
939898108,939896887,46.94618867513632,8.715173729791344,1616.6876,1663.7198,0.0,0.72132754,2.320008,nan,2,148,0,0
940107998,940106690,46.94616729209414,8.715136485902091,1617.1584,1664.1912,0.0,0.7214978,2.320042,nan,2,169,0,0
940308259,940306501,46.94614687726417,8.715101071063783,1617.5872,1664.6207,0.0,0.7198922,2.3196774,nan,2,189,0,0
940507525,940506313,46.94612643278377,8.715065598762726,1617.9973,1665.0312,0.0,0.7214677,2.320048,nan,2,209,0,0
940707824,940706125,46.94610604729945,8.715030125687383,1618.4043,1665.4395,0.0,0.71986043,2.3196812,nan,2,229,0,0
940907688,940905936,46.94608568664654,8.714994432737104,1618.8042,1665.8403,0.0,0.7198583,2.319683,nan,2,249,0,0
941106996,941105748,46.94606537950587,8.714958476495571,1619.2141,1666.2507,0.0,0.721432,2.3200507,nan,2,13,0,0
941306750,941305560,46.94604525527858,8.71492237395526,1619.66,1666.6971,0.0,0.7214083,2.3200488,nan,2,33,0,0
941506715,941505371,46.94602526003544,8.714886096369534,1620.1263,1667.1637,0.0,0.7214016,2.320049,nan,2,53,0,0
941706835,941705182,46.946005363724694,8.714849601927423,1620.5916,1667.6294,0.0,0.71981287,2.3196821,nan,2,72,0,0
941906621,941904994,46.945985528609725,8.71481285786313,1621.0844,1668.1226,0.0,0.7198171,2.3196843,nan,2,92,0,0
942106121,942104805,46.94596573122389,8.71477590819658,1621.614,1668.6523,0.0,0.7214022,2.3200524,nan,2,112,0,0
942306147,942304616,46.945945998323275,8.714738899664637,1622.1704,1669.208,0.030795269,0.7198138,2.3196847,nan,2,132,0,0
942505589,942504427,46.945926227539395,8.714701730352367,1622.7292,1669.7667,0.0,0.7214067,2.3200529,nan,2,152,0,0
942705581,942704239,46.945906492010764,8.71466454418426,1623.2843,1670.321,0.0,0.72139543,2.3200507,nan,2,172,0,0
942905640,942904050,46.94588681657589,8.714627300356659,1623.831,1670.8668,0.0,0.7198092,2.3196836,nan,2,192,0,0
943105023,943103861,46.94586712054731,8.714589927709904,1624.3722,1671.4077,0.0,0.72138315,2.3200493,nan,2,212,0,0
943305110,943303672,46.94584742574286,8.714552480315948,1624.9131,1671.9481,0.0,0.72138244,2.3200498,nan,2,232,0,0
943504876,943503483,46.94582772722185,8.714514988526801,1625.4495,1672.4836,0.0,0.72137076,2.320048,nan,2,252,0,0
943704516,943703293,46.945808005911466,8.71447735364731,1625.9062,1672.9402,0.0,0.7213515,2.3200464,nan,2,16,0,0
943904458,943903106,46.9457882893937,8.714439587940047,1626.3264,1673.3606,0.0,0.7213292,2.320045,nan,2,36,0,0
944104145,944102915,46.94576858123584,8.71440172195835,1626.7468,1673.7811,0.0,0.7213107,2.3200436,nan,2,56,0,0
944304097,944302726,46.94574886071696,8.714363738415031,1627.1725,1674.2069,0.0,0.7212967,2.3200424,nan,2,76,0,0
944503958,944502536,46.94572908543435,8.714325631881708,1627.5856,1674.6205,0.0,0.72128457,2.320041,nan,2,96,0,0
944703575,944702347,46.94570926787434,8.714287474922505,1627.9801,1675.0154,0.0,0.7212619,2.3200376,nan,2,116,0,0
944903442,944902163,46.94568939555068,8.714249173365506,1628.3903,1675.4261,0.0,0.72125494,2.3200366,nan,2,136,0,0
945103199,945101968,46.94566944390016,8.714210707009087,1628.8108,1675.8472,0.0,0.7212637,2.3200378,nan,2,156,0,0
945303035,945301779,46.945649480848544,8.714172127212766,1629.2314,1676.2683,0.0,0.7212614,2.3200366,nan,2,176,0,0
945502786,945501589,46.94562951257021,8.714133486741089,1629.6654,1676.7026,0.0,0.7212615,2.3200357,nan,2,196,0,0
945702574,945701400,46.945609555394086,8.714094850620185,1630.1201,1677.1575,0.0,0.721253,2.3200328,nan,2,216,0,0
945902824,945901211,46.94558955168556,8.714056209602187,1630.6229,1677.6602,0.0,0.7197051,2.3196688,nan,2,236,0,0
946102167,946101020,46.94556946302261,8.71401746690165,1631.1388,1678.1758,0.0,0.7212847,2.3200333,nan,2,0,0,0
946302004,946300831,46.94554931849569,8.713978732771542,1631.6654,1678.702,0.0,0.7212928,2.3200326,nan,2,20,0,0
946501841,946500641,46.9455291327878,8.713940019373213,1632.202,1679.238,0.0,0.7213004,2.3200316,nan,2,40,0,0
946701594,946700451,46.945508934166384,8.713901419270716,1632.7458,1679.7808,0.0,0.7212952,2.3200285,nan,2,60,0,0
946901455,946900261,46.945488651549965,8.713862816280816,1633.3116,1680.3458,0.0,0.7213153,2.32003,nan,2,80,0,0
947101441,947100075,46.94546826037518,8.713824209699627,1633.8395,1680.8729,0.0,0.72131604,2.320029,nan,2,100,0,0
947301330,947299881,46.94544780921986,8.713785600935484,1634.3306,1681.3635,0.0,0.7213097,2.3200283,nan,2,120,0,0
947501301,947499699,46.945427338016614,8.713746992903943,1634.8167,1681.8492,0.0,0.7213032,2.3200274,nan,2,140,0,0
947700788,947699501,46.94540689273494,8.713708500078736,1635.3109,1682.3427,0.0,0.7212753,2.3200226,nan,2,160,0,0
947900556,947899319,46.9453863855515,8.713670020548097,1635.803,1682.834,0.0,0.7212727,2.320022,nan,2,180,0,0
948100388,948099120,46.94536581303641,8.713631470593256,1636.2755,1683.3062,0.0,0.72126865,2.3200219,nan,2,200,0,0
948300242,948298930,46.945345234881806,8.713592959160495,1636.7191,1683.7493,0.0,0.72125083,2.3200195,nan,2,220,0,0
948509977,948508730,46.94532360791482,8.71355250924287,1637.186,1684.2158,0.0,0.72141045,2.3200583,nan,2,241,0,0
948699898,948698549,46.9453040941776,8.713515933368985,1637.6145,1684.6437,0.0,0.721232,2.3200169,nan,2,4,0,0
948899661,948898359,46.94528352737424,8.713477385743772,1638.066,1685.095,0.0,0.7212313,2.3200166,nan,2,24,0,0
949099431,949098169,46.94526296783117,8.713438801917107,1638.5359,1685.5645,0.0,0.72123325,2.3200166,nan,2,44,0,0
949299258,949297978,46.94524244944291,8.713400203397052,1639.0083,1686.0361,0.0,0.7212254,2.3200145,nan,2,64,0,0
949499050,949497788,46.94522198716781,8.713361469027959,1639.5105,1686.5378,0.0,0.7212321,2.3200145,nan,2,84,0,0
949698824,949697597,46.94520163026898,8.71332272152403,1640.0588,1687.0847,0.0,0.7212213,2.3200104,nan,2,104,0,0
949908602,949907397,46.945180309771,8.713281887104534,1640.6644,1687.6892,0.0,0.7214045,2.3200498,nan,2,125,0,0
950108534,950107206,46.94516007140971,8.713242865592363,1641.262,1688.2853,0.0,0.72140855,2.320048,nan,2,145,0,0
950308715,950307015,46.94513992964247,8.71320374697521,1641.8905,1688.9113,0.0,0.7198184,2.31968,nan,2,165,0,0
950508089,950506824,46.945119870472595,8.713164439594715,1642.5549,1689.575,0.0,0.72142255,2.3200448,nan,2,185,0,0
950707950,950706634,46.94509991640452,8.71312502928007,1643.2244,1690.2422,0.0,0.7214168,2.3200414,nan,2,205,0,0
950897679,950896453,46.945081026637055,8.71308748382329,1643.8385,1690.8545,0.0,0.7212394,2.3200057,nan,2,224,0,0
951097727,951096261,46.94506114829181,8.713047875928922,1644.445,1691.4595,0.0,0.7212238,2.3200028,nan,2,244,0,0
951308162,951306061,46.94504022071259,8.71300632502273,1645.074,1692.0868,0.0,0.7198038,2.3196697,nan,2,9,0,0
951507182,951505870,46.945020185078626,8.712966793720064,1645.6688,1692.6809,0.0,0.7213668,2.3200321,nan,2,29,0,0
951707009,951705679,46.94500014723525,8.712927335109992,1646.2302,1693.2415,0.0,0.7213464,2.3200297,nan,2,48,0,0
951906846,951905487,46.94498010773151,8.712887921102118,1646.7421,1693.7528,0.0,0.72132224,2.3200278,nan,2,67,0,0
952106534,952105296,46.94496008770027,8.71284851116904,1647.2087,1694.2195,0.0,0.72129536,2.3200326,nan,2,87,0,0
952306369,952305109,46.944940069851036,8.712809149644594,1647.6412,1694.6523,0.0,0.7212686,2.320031,nan,2,107,0,0
952506349,952504914,46.94492008684362,8.712769775335682,1648.0582,1695.0702,0.0,0.7212436,2.3200295,nan,2,127,0,0
952705989,952704722,46.944900174356626,8.71273045527709,1648.4983,1695.5106,0.0,0.7212175,2.3200262,nan,2,147,0,0
952905907,952904531,46.94488025526934,8.712691098928875,1648.9509,1695.9639,0.0,0.72120816,2.3200254,nan,2,167,0,0
953105521,953104339,46.94486031723145,8.71265176612109,1649.4409,1696.4542,0.0,0.7212054,2.3200245,nan,2,186,0,0
953305306,953304148,46.94484037012321,8.71261256773,1649.9786,1696.992,0.0,0.721211,2.320024,nan,2,206,0,0
953505174,953503957,46.94482041723816,8.712573486975606,1650.5303,1697.5435,0.0,0.7212186,2.3200235,nan,2,226,0,0
953704908,953703765,46.94480047641579,8.712534560851031,1651.0726,1698.0856,0.0,0.72121286,2.3200212,nan,2,246,0,0
953904715,953903573,46.94478049798057,8.712495772238714,1651.6375,1698.6501,0.0,0.72122127,2.3200212,nan,2,10,0,0
954104587,954103382,46.94476049318508,8.712457081135751,1652.2452,1699.2574,0.0,0.7212334,2.320021,nan,2,30,0,0
954304341,954303190,46.94474049194457,8.712418480035762,1652.9142,1699.9253,0.0,0.72124994,2.3200207,nan,2,49,0,0
954504206,954502998,46.944720472577515,8.712379971237707,1653.6204,1700.63,0.0,0.7212693,2.3200207,nan,2,69,0,0
954703991,954702806,46.94470047899653,8.712341696775095,1654.3376,1701.3451,0.0,0.7212623,2.3200169,nan,2,89,0,0
954903939,954902614,46.94468052437508,8.712303503294798,1655.0259,1702.0319,0.0,0.7212739,2.320017,nan,2,109,0,0
955103855,955102423,46.94466078628257,8.712265199516045,1655.6737,1702.6786,0.0,0.72127604,2.3200178,nan,2,129,0,0
955303636,955302230,46.94464150705876,8.712226642800049,1656.2692,1703.2731,0.0,0.72126085,2.3200161,nan,2,149,0,0
955503296,955502038,46.944622786877254,8.71218761008244,1656.8132,1703.8169,0.0,0.72125125,2.3200166,nan,2,169,0,0
955703062,955701846,46.944604655378726,8.712148208320794,1657.2886,1704.2921,0.0,0.7212155,2.3200128,nan,2,189,0,0
955902893,955901655,46.944587046693684,8.712108254125035,1657.665,1704.6698,0.0,0.7211951,2.320013,nan,2,208,0,0
956102703,956101462,46.94457014827083,8.712067564529985,1657.9729,1704.9797,0.0,0.7211687,2.3200128,nan,2,228,0,0
956302495,956301270,46.94455423895122,8.712026036216312,1658.2598,1705.2686,0.0,0.721141,2.3200107,nan,2,248,0,0
956502362,956501077,46.94453941067429,8.711983520590282,1658.5259,1705.537,0.0,0.721134,2.3200107,nan,2,12,0,0
956702065,956700885,46.9445258670821,8.71194008563662,1658.7871,1705.8005,0.0,0.72111744,2.3200064,nan,2,32,0,0
956901906,956900693,46.94451374978989,8.711895649794249,1659.0537,1706.0695,0.0,0.72112846,2.320005,nan,2,52,0,0
957101749,957100500,46.944503168576986,8.711850216073751,1659.3438,1706.3618,0.0,0.721165,2.3200064,nan,2,71,0,0
957301449,957300308,46.94449411932658,8.711803940148151,1659.6395,1706.6598,0.0,0.72120076,2.3200066,nan,2,91,0,0
957501982,957500116,46.944486742282365,8.711756849347942,1659.9633,1706.9858,0.0,0.7212546,2.32001,nan,2,111,0,0
957701101,957699923,46.94448124822433,8.71170925240491,1660.3578,1707.3816,0.0,0.7212952,2.3200102,nan,2,131,0,0
957900853,957899730,46.94447764483671,8.711661179665386,1660.8086,1707.8336,0.0,0.72136545,2.3200161,nan,2,151,0,0
958101196,958099538,46.94447580834274,8.711612777054333,1661.2897,1708.3156,0.0,0.7214297,2.3200228,nan,2,171,0,0
958300517,958299345,46.9444755480008,8.711564305170153,1661.7666,1708.7931,0.0,0.7214702,2.3200278,nan,2,191,0,0
958500399,958499153,46.94447686024376,8.711515844108037,1662.2599,1709.2871,0.0,0.72151345,2.3200355,nan,2,211,0,0
958700763,958698959,46.94447972394211,8.711467716673779,1662.787,1709.8142,0.0,0.7215224,2.3200386,nan,2,231,0,0
958900342,958898767,46.94448408942183,8.711420040752188,1663.3553,1710.3823,0.0,0.7215281,2.320042,nan,2,251,0,0
959099818,959098574,46.944489886424066,8.711372822471574,1663.9457,1710.9722,0.0,0.7215267,2.320045,nan,2,15,0,0
959300049,959298381,46.94449698513406,8.711326068766025,1664.5295,1711.5554,0.0,0.7215173,2.3200479,nan,2,35,0,0
959499488,959498188,46.94450532078164,8.711279756719675,1665.0919,1712.1177,0.0,0.72151315,2.3200524,nan,2,55,0,0
959709213,959707985,46.944515363475446,8.711231678808666,1665.6628,1712.6881,0.0,0.72166276,2.3200943,nan,2,76,0,0
959909150,959907792,46.94452615406532,8.711186534690848,1666.1935,1713.2186,0.0,0.72163206,2.320095,nan,2,95,0,0
960108833,960107599,46.944538143174995,8.711142109507477,1666.7128,1713.7378,0.0,0.72160125,2.3200955,nan,2,115,0,0
960298876,960297416,46.94455029341109,8.711100755919501,1667.1552,1714.1804,0.0,0.7213949,2.3200548,nan,2,134,0,0
960499005,960497222,46.944563325149694,8.711057951048511,1667.4849,1714.5115,0.0,0.7213563,2.320056,nan,2,154,0,0
960698449,960697029,46.94457626548973,8.711015834593365,1667.6014,1714.6307,0.0,0.7212787,2.3200517,nan,2,174,0,0
960898230,960896836,46.944588987082234,8.710974101135161,1667.453,1714.4874,0.0,0.7211914,2.320048,nan,2,194,0,0
961107765,961106633,46.944601692710805,8.710930289088651,1667.0474,1714.089,0.0,0.72123975,2.3200824,nan,2,215,0,0
961307568,961306439,46.94461239896685,8.710887865311669,1666.5172,1713.5669,0.0,0.7211345,2.3200753,nan,2,235,0,0
961507478,961506246,46.94462101688951,8.710844232957367,1665.9193,1712.9784,0.0,0.7210215,2.3200605,nan,2,255,0,0
961707304,961706053,46.94462699400507,8.710799256171198,1665.2993,1712.3678,0.0,0.7209263,2.3200414,nan,2,19,0,0
961907549,961905859,46.94462982943982,8.710753013769969,1664.6935,1711.7745,0.0,0.719447,2.3196635,nan,2,39,0,0
962106902,962105666,46.94462919523005,8.710705922050185,1664.1277,1711.2129,0.0,0.72088414,2.3200011,nan,2,59,0,0
962307066,962305472,46.94462492040446,8.710658731571737,1663.6178,1710.7109,0.0,0.7209309,2.3199818,nan,2,79,0,0
962506669,962505278,46.94461697588204,8.710612067664961,1663.1852,1710.2858,0.0,0.7210203,2.3199677,nan,2,99,0,0
962706685,962705085,46.9446056391435,8.710566482081022,1662.8339,1709.9413,0.0,0.7211275,2.319961,nan,2,119,0,0
962906180,962904891,46.944591271102055,8.71052245018504,1662.5758,1709.6892,0.0,0.7212382,2.319962,nan,2,139,0,0
963106511,963104697,46.94457428234227,8.710480174979434,1662.4331,1709.5515,0.0,0.72135675,2.3199728,nan,2,159,0,0
963305787,963304503,46.944555236591015,8.710439773630222,1662.4092,1709.5317,0.0,0.72144926,2.3199863,nan,2,178,0,0
963505644,963504310,46.94453466491289,8.710401225414763,1662.4895,1709.6151,0.0,0.721523,2.320003,nan,2,198,0,0
963705755,963704115,46.94451302179786,8.710364375543218,1662.6471,1709.7748,0.0,0.7215648,2.3200247,nan,2,218,0,0
963905705,963903922,46.94449055479742,8.71032896913423,1662.8583,1709.9883,0.0,0.719905,2.3196688,nan,2,238,0,0
964104974,964103728,46.944467459042706,8.710294759750429,1663.1036,1710.2341,0.0,0.7216349,2.3200562,nan,2,2,0,0
964305276,964303533,46.94444399032186,8.71026167883847,1663.356,1710.4872,0.0,0.7216236,2.320064,nan,2,22,0,0
964504699,964503339,46.94442018266285,8.710229488007636,1663.5945,1710.7266,0.0,0.72161174,2.3200717,nan,2,42,0,0
964704452,964703145,46.94439616341096,8.710198149664224,1663.8059,1710.9386,0.0,0.7215632,2.320072,nan,2,62,0,0
964904603,964902951,46.944371873007704,8.71016751044578,1663.9833,1711.1168,0.0,0.7215304,2.3200748,nan,2,82,0,0
965104032,965102757,46.94434727687256,8.710137559298332,1664.144,1711.2787,0.0,0.72149426,2.3200758,nan,2,102,0,0
965303720,965302564,46.944322405197774,8.710108390690802,1664.2866,1711.4222,0.0,0.7214451,2.3200736,nan,2,122,0,0
965504166,965502368,46.9442971863508,8.710079943119474,1664.391,1711.528,0.0,0.7214062,2.3200727,nan,2,142,0,0
965703364,965702174,46.944271641192834,8.71005232150565,1664.4534,1711.5919,0.0,0.72134715,2.320067,nan,2,162,0,0
965903157,965901980,46.94424567448988,8.710025524848263,1664.4807,1711.6212,0.0,0.72292787,2.3204443,nan,2,182,0,0
966103402,966101786,46.94421920775143,8.709999638375132,1664.4696,1711.612,0.0,0.72265524,2.3203971,nan,2,202,0,0
966302948,966301592,46.94419217483859,8.709974801985718,1664.4216,1711.5665,0.0,0.72242075,2.3203547,nan,2,222,0,0
966502896,966501396,46.94416453952818,8.709951173667859,1664.3507,1711.4983,0.0,0.7222185,2.320317,nan,2,242,0,0
966702857,966701202,46.944136309785215,8.709928975928145,1664.2701,1711.4205,0.0,0.72203594,2.3202815,nan,2,6,0,0
966902250,966901007,46.944107389830776,8.709908364545567,1664.1885,1711.3417,0.0,0.7218949,2.3202524,nan,2,26,0,0
967102119,967100812,46.94407780738816,8.709889461323382,1664.1036,1711.2595,0.0,0.7217768,2.320227,nan,2,46,0,0
967301812,967300618,46.94404764754123,8.709872396503492,1664.0107,1711.1696,0.0,0.7216683,2.3202026,nan,2,66,0,0
967501646,967500423,46.94401682795957,8.709857342747034,1663.9178,1711.0796,0.0,0.7215913,2.3201838,nan,2,86,0,0
967701465,967700228,46.94398549548092,8.709844528982913,1663.839,1711.0037,0.0,0.7215076,2.3201632,nan,2,106,0,0
967901543,967900033,46.94395367426298,8.709834171080601,1663.7803,1710.9475,0.0,0.7214536,2.320148,nan,2,126,0,0
968101021,968099838,46.94392134619605,8.709826410943052,1663.7527,1710.9222,0.0,0.7214271,2.3201377,nan,2,146,0,0
968300817,968299643,46.94388874977693,8.709821173580288,1663.7446,1710.9163,0.0,0.7213986,2.3201275,nan,2,166,0,0
968500627,968499448,46.94385591135492,8.709818526723366,1663.7529,1710.9264,0.0,0.7213903,2.3201215,nan,2,186,0,0
968700478,968699254,46.94382303429819,8.709818455884914,1663.7812,1710.9565,0.0,0.721366,2.320113,nan,2,206,0,0
968900235,968899058,46.94379014632624,8.709820960053742,1663.8318,1711.0085,0.0,0.72137135,2.3201108,nan,2,226,0,0
969100021,969098863,46.94375734624006,8.709825985151058,1663.901,1711.0791,0.0,0.72137976,2.3201096,nan,2,246,0,0
969299814,969298669,46.94372484453996,8.709833391667697,1663.9819,1711.161,0.0,0.72136664,2.3201048,nan,2,10,0,0
969509639,969508463,46.94369103185589,8.709843679970241,1664.0774,1711.2573,0.0,0.7215509,2.3201466,nan,2,31,0,0
969709409,969708268,46.943659244936576,8.709855692526846,1664.171,1711.3517,0.0,0.72153753,2.3201432,nan,2,51,0,0
969909787,969908073,46.943627911732996,8.709869756442123,1664.2565,1711.438,0.0,0.72152346,2.3201404,nan,2,71,0,0
970099149,970097887,46.94359860427983,8.70988499567907,1664.33,1711.5123,0.0,0.7213392,2.3200967,nan,2,90,0,0
970299163,970297692,46.94356825178032,8.709903009138266,1664.4075,1711.5905,0.0,0.7213375,2.320097,nan,2,110,0,0
970499126,970497496,46.94353843505133,8.709922921384834,1664.4816,1711.6652,0.0,0.7213242,2.320095,nan,2,130,0,0
970698761,970697301,46.94350922983641,8.709944561161596,1664.5459,1711.7302,0.0,0.72129786,2.3200908,nan,2,150,0,0
970908329,970907095,46.94347923701319,8.709969256733888,1664.6146,1711.7997,0.0,0.72145396,2.3201303,nan,2,171,0,0
971108589,971106900,46.94345133112476,8.709994536076321,1664.6565,1711.8424,0.0,0.7214386,2.320129,nan,2,191,0,0
971307932,971306704,46.943424110573,8.710021476810883,1664.672,1711.859,0.0,0.72142243,2.3201272,nan,2,211,0,0
971507754,971506509,46.94339766208408,8.710050114709585,1664.6755,1711.8638,0.0,0.7214063,2.3201258,nan,2,231,0,0
971707987,971706313,46.94337210147296,8.710080349467596,1664.6671,1711.8566,0.0,0.7213689,2.3201199,nan,2,251,0,0
971907315,971906118,46.94334743093544,8.71011224902136,1664.6439,1711.8346,0.0,0.721358,2.320119,nan,2,15,0,0
972097230,972095931,46.943324868449544,8.710144195481611,1664.6249,1711.817,0.0,0.7211939,2.3200796,nan,2,34,0,0
972307471,972305726,46.9433009972058,8.710181249329398,1664.6027,1711.7961,0.0,0.72135264,2.3201199,nan,2,55,0,0
972506711,972505530,46.94327941157623,8.710218146665223,1664.5803,1711.7753,0.0,0.7213471,2.3201194,nan,2,75,0,0
972706615,972705334,46.94325906813095,8.710256506978338,1664.569,1711.7653,0.0,0.7213324,2.320117,nan,2,94,0,0
972907244,972905138,46.94324002038752,8.710296380315821,1664.5688,1711.7668,0.0,0.71975625,2.3197374,nan,2,114,0,0
973106107,973104942,46.94322224144656,8.710337687286074,1664.5677,1711.7665,0.0,0.7213453,2.3201196,nan,2,134,0,0
973305969,973304746,46.943205798267826,8.710380182871896,1664.5632,1711.7632,0.0,0.721345,2.3201199,nan,2,154,0,0
973505793,973504550,46.94319077318379,8.710423784663053,1664.5682,1711.7694,0.0,0.7213461,2.32012,nan,2,174,0,0
973705581,973704362,46.94317721119881,8.710468261513306,1664.5769,1711.7793,0.0,0.7213252,2.3201158,nan,2,194,0,0
973905416,973904158,46.94316510490193,8.710513624882775,1664.5828,1711.7865,0.0,0.7213283,2.3201165,nan,2,214,0,0
974105353,974103962,46.9431544693856,8.710559802414961,1664.5885,1711.7936,0.0,0.7213311,2.320117,nan,2,234,0,0
974305384,974303766,46.943145346912395,8.7106066843671,1664.6008,1711.8073,0.0,0.72133434,2.3201177,nan,2,254,0,0
974504886,974503571,46.94313768945025,8.710654140297388,1664.6023,1711.8099,0.0,0.72133636,2.3201182,nan,2,18,0,0
974704650,974703373,46.943131453630905,8.710701914140614,1664.5845,1711.7935,0.0,0.72131234,2.3201141,nan,2,38,0,0
974904461,974903177,46.94312674264894,8.710750088104707,1664.5675,1711.7778,0.0,0.7213141,2.3201146,nan,2,58,0,0
975104202,975102986,46.94312362621348,8.710798601691156,1664.5535,1711.7651,0.0,0.7213157,2.3201222,nan,2,78,0,0
975304027,975302784,46.94312211612402,8.710847359631195,1664.5377,1711.7509,0.0,0.721317,2.3201227,nan,2,98,0,0
975504071,975502587,46.94312223653025,8.71089624756104,1664.5219,1711.7365,0.0,0.7213188,2.3201232,nan,2,118,0,0
975703559,975702391,46.943123923755955,8.710945036149395,1664.4972,1711.7134,0.0,0.7213079,2.3201215,nan,2,138,0,0
975903375,975902194,46.94312721787114,8.710993723590342,1664.4714,1711.6891,0.0,0.72130907,2.320122,nan,2,158,0,0
976103276,976101998,46.943132113110735,8.71104218728013,1664.4421,1711.6613,0.0,0.7213106,2.3201227,nan,2,178,0,0
976302934,976301801,46.94313855211231,8.711090243814738,1664.4098,1711.6304,0.0,0.72129977,2.3201213,nan,2,198,0,0
976502780,976501604,46.94314662105335,8.711137841338493,1664.3875,1711.6096,0.0,0.7213018,2.320122,nan,2,218,0,0
976702546,976701408,46.94315625186817,8.711184789311943,1664.3746,1711.5985,0.0,0.7212936,2.3201206,nan,2,238,0,0
976902355,976901211,46.943167409702305,8.711231091759704,1664.3633,1711.5887,0.0,0.72129655,2.3201215,nan,2,2,0,0
977102162,977101014,46.943180037194765,8.711276622560925,1664.3518,1711.5789,0.0,0.7212983,2.320122,nan,2,22,0,0
977301946,977300817,46.94319410470398,8.711321227253018,1664.35,1711.5786,0.0,0.7212896,2.3201203,nan,2,42,0,0
977501782,977500620,46.943209563104276,8.711364904835017,1664.3481,1711.5781,0.0,0.7212924,2.3201208,nan,2,62,0,0
977701594,977700426,46.94322629987016,8.711407509689359,1664.329,1711.5607,0.0,0.72126985,2.3201165,nan,2,82,0,0
977901507,977900226,46.94324440474794,8.711448996290166,1664.3103,1711.5435,0.0,0.7212723,2.3201172,nan,2,102,0,0
978101516,978100029,46.9432638557815,8.711489244342834,1664.3008,1711.535,0.0,0.7212744,2.3201175,nan,2,122,0,0
978301088,978299832,46.94328454319006,8.711528081797214,1664.2942,1711.5295,0.0,0.7212656,2.3201158,nan,2,142,0,0
978500897,978499635,46.9433064340408,8.711565498504621,1664.282,1711.5184,0.0,0.7212572,2.320114,nan,2,162,0,0
978700700,978699438,46.943329383423034,8.711601283722272,1664.2675,1711.5051,0.0,0.7212265,2.320108,nan,2,182,0,0
978900613,978899241,46.943353476143756,8.711635447096535,1664.2588,1711.4974,0.0,0.72122145,2.3201067,nan,2,202,0,0
979100340,979099043,46.943378719888926,8.711667970939436,1664.2522,1711.4918,0.0,0.72122926,2.320108,nan,2,222,0,0
979300107,979298846,46.9434049565749,8.711698713549742,1664.2479,1711.4884,0.0,0.72122467,2.3201067,nan,2,242,0,0
979499940,979498649,46.94343209755462,8.71172757623786,1664.2468,1711.4882,0.0,0.72120905,2.3201032,nan,2,6,0,0
979699684,979698452,46.94346008491925,8.711754419912427,1664.2595,1711.5016,0.0,0.7211963,2.3201003,nan,2,26,0,0
979899460,979898254,46.943488900556,8.711779184975768,1664.2936,1711.5361,0.0,0.7211864,2.3200974,nan,2,46,0,0
980099215,980098057,46.9435184585633,8.711801915194451,1664.3286,1711.5714,0.0,0.72117764,2.320095,nan,2,66,0,0
980299574,980297867,46.943548729850924,8.711822668202876,1664.3492,1711.5925,0.0,0.72117865,2.320095,nan,2,86,0,0
980498843,980497669,46.94357954563244,8.711841436714774,1664.3484,1711.5923,0.0,0.7211676,2.320093,nan,2,106,0,0
980698636,980697466,46.94361081451577,8.711858099174464,1664.3342,1711.5789,0.0,0.7211443,2.3200884,nan,2,126,0,0
980898863,980897266,46.943642556261686,8.711872559953074,1664.3256,1711.5709,0.0,0.7211344,2.3200867,nan,2,146,0,0
981108204,981107059,46.9436763593975,8.711885298860578,1664.3291,1711.5751,0.0,0.72130424,2.3201284,nan,2,167,0,0
981308020,981306861,46.943708881924216,8.71189511356243,1664.3375,1711.584,0.0,0.7212968,2.3201268,nan,2,187,0,0
981507815,981506664,46.943741600120134,8.71190274873577,1664.3337,1711.5807,0.0,0.7212889,2.3201253,nan,2,207,0,0
981697929,981696476,46.943772770670286,8.711907955562474,1664.3248,1711.5723,0.0,0.7211065,2.320081,nan,2,226,0,0
981897695,981896278,46.94380567217165,8.711911209207788,1664.3219,1711.5697,0.0,0.72110105,2.3200798,nan,2,246,0,0
982107299,982106070,46.943840322461526,8.71191215208947,1664.324,1711.5723,0.0,0.72127295,2.320122,nan,2,11,0,0
982307077,982305872,46.943873237931115,8.711910767666982,1664.3342,1711.5829,0.0,0.7212697,2.3201213,nan,2,31,0,0
982506878,982505674,46.943905990911595,8.71190713711917,1664.362,1711.611,0.0,0.7212671,2.3201203,nan,2,51,0,0
